OrderID,DateTime,Shift,DayType,DayOfWeek,PartySize,Category,MenuItem,ItemPrice,ItemQty,Factor
12559,2019-05-06 12:30:00,Lunch,Weekday,Monday,1,Chicken specials,butter chicken,18.0,2,2.165016501650165
12560,2019-05-06 12:30:00,Lunch,Weekday,Monday,1,Breads,paratha,5.0,3,2.165016501650165
12561,2019-05-06 18:30:00,Dinner,Weekday,Monday,3,Starter,indian fish pakoras,14.0,2,2.165016501650165
12562,2019-05-06 18:30:00,Dinner,Weekday,Monday,3,Starter,shrimp,15.0,2,2.165016501650165
12563,2019-05-06 18:30:00,Dinner,Weekday,Monday,3,Seafood specialties,bhindi do piazza,19.0,1,2.165016501650165
12564,2019-05-06 18:30:00,Dinner,Weekday,Monday,3,Seafood specialties,fish curry,19.0,2,2.165016501650165
12565,2019-05-06 18:30:00,Dinner,Weekday,Monday,3,Rice specials,rice,5.0,1,2.165016501650165
12566,2019-05-06 18:30:00,Dinner,Weekday,Monday,3,Breads,garlic naan,3.5,2,2.165016501650165
12567,2019-05-06 18:30:00,Dinner,Weekday,Monday,3,Breads,naan,2.75,1,2.165016501650165
12568,2019-05-06 18:30:00,Dinner,Weekday,Monday,3,Desserts,malpua,8.0,1,2.165016501650165
12569,2019-05-06 18:30:00,Dinner,Weekday,Monday,3,Desserts,kheer,7.0,2,2.165016501650165
12570,2019-05-06 19:00:00,Dinner,Weekday,Monday,5,Starter,gobi manchurian,14.0,2,2.165016501650165
12571,2019-05-06 19:00:00,Dinner,Weekday,Monday,5,Starter,flatbread,11.0,2,2.165016501650165
12572,2019-05-06 19:00:00,Dinner,Weekday,Monday,5,Starter,crispy chicken sliders,15.0,1,2.165016501650165
12573,2019-05-06 19:00:00,Dinner,Weekday,Monday,5,Starter,spicy chicken bites,14.0,1,2.165016501650165
12574,2019-05-06 19:00:00,Dinner,Weekday,Monday,5,Vegetable specials,sarson ka saag,15.0,1,2.165016501650165
12575,2019-05-06 19:00:00,Dinner,Weekday,Monday,5,Vegetable specials,curry vindaloo,16.0,1,2.165016501650165
12576,2019-05-06 19:00:00,Dinner,Weekday,Monday,5,Vegetable specials,baingan bartha,16.0,1,2.165016501650165
12577,2019-05-06 19:00:00,Dinner,Weekday,Monday,5,Chicken specials,chicken tikka masala,18.0,1,2.165016501650165
12578,2019-05-06 19:00:00,Dinner,Weekday,Monday,5,Chicken specials,butter chicken,18.0,1,2.165016501650165
12579,2019-05-06 19:00:00,Dinner,Weekday,Monday,5,Rice specials,chicken rice bowl,18.0,2,2.165016501650165
12580,2019-05-06 19:00:00,Dinner,Weekday,Monday,5,Breads,onion kulcha,5.0,1,2.165016501650165
12581,2019-05-06 19:00:00,Dinner,Weekday,Monday,5,Breads,spinach naan,6.0,1,2.165016501650165
12582,2019-05-06 19:00:00,Dinner,Weekday,Monday,5,Breads,garlic naan,3.5,3,2.165016501650165
12583,2019-05-06 19:00:00,Dinner,Weekday,Monday,5,Breads,tandoori roti,2.75,2,2.165016501650165
12584,2019-05-06 19:00:00,Dinner,Weekday,Monday,5,Desserts,rasmalai,6.0,1,2.165016501650165
12585,2019-05-06 19:00:00,Dinner,Weekday,Monday,5,Desserts,kheer,7.0,1,2.165016501650165
12586,2019-05-06 19:00:00,Dinner,Weekday,Monday,5,Desserts,gulab jamun,6.0,2,2.165016501650165
12587,2019-05-06 19:00:00,Dinner,Weekday,Monday,5,Desserts,malpua,8.0,1,2.165016501650165
12588,2019-05-06 19:00:00,Dinner,Weekday,Monday,5,Desserts,carrot halwa,7.0,1,2.165016501650165
12589,2019-05-06 20:30:00,Dinner,Weekday,Monday,2,Starter,vegetable pakora,11.0,1,2.165016501650165
12590,2019-05-06 20:30:00,Dinner,Weekday,Monday,2,Chicken specials,butter chicken,18.0,1,2.165016501650165
12591,2019-05-06 20:30:00,Dinner,Weekday,Monday,2,Seafood specialties,fish curry,19.0,1,2.165016501650165
12592,2019-05-06 20:30:00,Dinner,Weekday,Monday,2,Rice specials,rice,5.0,1,2.165016501650165
12593,2019-05-06 20:30:00,Dinner,Weekday,Monday,2,Breads,garlic naan,3.5,2,2.165016501650165
12594,2019-05-06 20:30:00,Dinner,Weekday,Monday,2,Breads,naan,2.75,1,2.165016501650165
12595,2019-05-06 20:30:00,Dinner,Weekday,Monday,1,Starter,vegetable pakora,11.0,2,2.165016501650165
12596,2019-05-06 20:30:00,Dinner,Weekday,Monday,1,Chicken specials,butter chicken,18.0,3,2.165016501650165
12597,2019-05-06 20:30:00,Dinner,Weekday,Monday,1,Seafood specialties,fish curry,19.0,2,2.165016501650165
12598,2019-05-06 20:30:00,Dinner,Weekday,Monday,1,Rice specials,rice,5.0,1,2.165016501650165
12599,2019-05-06 20:30:00,Dinner,Weekday,Monday,1,Breads,garlic naan,3.5,2,2.165016501650165
12600,2019-05-06 20:30:00,Dinner,Weekday,Monday,1,Breads,naan,2.75,4,2.165016501650165
12601,2019-05-07 11:30:00,Lunch,Weekday,Tuesday,4,Starter,gobi manchurian,14.0,1,0.9504950495049505
12602,2019-05-07 11:30:00,Lunch,Weekday,Tuesday,4,Starter,flatbread,11.0,1,0.9504950495049505
12603,2019-05-07 11:30:00,Lunch,Weekday,Tuesday,4,Vegetable specials,sarson ka saag,15.0,1,0.9504950495049505
12604,2019-05-07 11:30:00,Lunch,Weekday,Tuesday,4,Vegetable specials,curry vindaloo,16.0,1,0.9504950495049505
12605,2019-05-07 11:30:00,Lunch,Weekday,Tuesday,4,Breads,garlic naan,3.5,2,0.9504950495049505
12606,2019-05-07 11:30:00,Lunch,Weekday,Tuesday,4,Breads,naan,2.75,2,0.9504950495049505
12607,2019-05-07 11:40:00,Lunch,Weekday,Tuesday,3,Starter,spicy chicken wings,14.0,1,0.9504950495049505
12608,2019-05-07 11:40:00,Lunch,Weekday,Tuesday,3,Starter,chicken triangles,14.0,1,0.9504950495049505
12609,2019-05-07 11:40:00,Lunch,Weekday,Tuesday,3,Chicken specials,chicken korma,18.0,1,0.9504950495049505
12610,2019-05-07 11:40:00,Lunch,Weekday,Tuesday,3,Rice specials,chicken biryani,19.0,1,0.9504950495049505
12611,2019-05-07 11:40:00,Lunch,Weekday,Tuesday,3,Breads,onion kulcha,5.0,2,0.9504950495049505
12612,2019-05-07 11:50:00,Lunch,Weekday,Tuesday,2,Chicken specials,chicken tikka masala,18.0,1,0.9504950495049505
12613,2019-05-07 11:50:00,Lunch,Weekday,Tuesday,2,Breads,garlic naan,3.5,2,0.9504950495049505
12614,2019-05-07 11:50:00,Lunch,Weekday,Tuesday,2,Desserts,gulab jamun,6.0,1,0.9504950495049505
12615,2019-05-07 11:50:00,Lunch,Weekday,Tuesday,2,Desserts,malpua,8.0,1,0.9504950495049505
12616,2019-05-07 11:50:00,Lunch,Weekday,Tuesday,1,Starter,chicken triangles,14.0,2,0.9504950495049505
12617,2019-05-07 11:50:00,Lunch,Weekday,Tuesday,1,Chicken specials,chicken korma,18.0,1,0.9504950495049505
12618,2019-05-07 11:50:00,Lunch,Weekday,Tuesday,1,Rice specials,chicken biryani,19.0,2,0.9504950495049505
12619,2019-05-07 11:50:00,Lunch,Weekday,Tuesday,1,Breads,onion kulcha,5.0,2,0.9504950495049505
12620,2019-05-07 12:05:00,Lunch,Weekday,Tuesday,5,Starter,vegetable samosa,11.0,1,0.9504950495049505
12621,2019-05-07 12:05:00,Lunch,Weekday,Tuesday,5,Starter,chaat papri,11.0,2,0.9504950495049505
12622,2019-05-07 12:05:00,Lunch,Weekday,Tuesday,5,Vegetable specials,baingan bartha,16.0,1,0.9504950495049505
12623,2019-05-07 12:05:00,Lunch,Weekday,Tuesday,5,Vegetable specials,malai kofta curry,16.0,2,0.9504950495049505
12624,2019-05-07 12:05:00,Lunch,Weekday,Tuesday,5,Chicken specials,chicken saag,18.0,1,0.9504950495049505
12625,2019-05-07 12:05:00,Lunch,Weekday,Tuesday,5,Rice specials,rice,5.0,1,0.9504950495049505
12626,2019-05-07 12:05:00,Lunch,Weekday,Tuesday,5,Breads,garlic naan,3.5,2,0.9504950495049505
12627,2019-05-07 12:05:00,Lunch,Weekday,Tuesday,5,Breads,tandoori roti,2.75,2,0.9504950495049505
12628,2019-05-07 12:05:00,Lunch,Weekday,Tuesday,5,Desserts,gulab jamun,6.0,1,0.9504950495049505
12629,2019-05-07 12:05:00,Lunch,Weekday,Tuesday,5,Desserts,carrot halwa,7.0,1,0.9504950495049505
12630,2019-05-07 12:10:00,Lunch,Weekday,Tuesday,2,Vegetable specials,kadhai paneer,16.0,1,0.9504950495049505
12631,2019-05-07 12:10:00,Lunch,Weekday,Tuesday,2,Lamb specialties,lamb karahi,19.0,1,0.9504950495049505
12632,2019-05-07 12:10:00,Lunch,Weekday,Tuesday,2,Breads,aloo paratha,5.0,1,0.9504950495049505
12633,2019-05-07 12:10:00,Lunch,Weekday,Tuesday,2,Breads,garlic naan,3.5,1,0.9504950495049505
12634,2019-05-07 12:10:00,Lunch,Weekday,Tuesday,2,Desserts,rasmalai,6.0,1,0.9504950495049505
12635,2019-05-07 12:10:00,Lunch,Weekday,Tuesday,1,Vegetable specials,malai kofta curry,16.0,2,0.9504950495049505
12636,2019-05-07 12:10:00,Lunch,Weekday,Tuesday,1,Chicken specials,chicken saag,18.0,2,0.9504950495049505
12637,2019-05-07 12:10:00,Lunch,Weekday,Tuesday,1,Rice specials,rice,5.0,2,0.9504950495049505
12638,2019-05-07 12:10:00,Lunch,Weekday,Tuesday,1,Breads,garlic naan,3.5,2,0.9504950495049505
12639,2019-05-07 12:10:00,Lunch,Weekday,Tuesday,1,Breads,tandoori roti,2.75,1,0.9504950495049505
12640,2019-05-07 12:20:00,Lunch,Weekday,Tuesday,3,Starter,vegetable pakora,11.0,1,0.9504950495049505
12641,2019-05-07 12:20:00,Lunch,Weekday,Tuesday,3,Starter,hara bhara kebabs,16.0,1,0.9504950495049505
12642,2019-05-07 12:20:00,Lunch,Weekday,Tuesday,3,Vegetable specials,shahi paneer korma,16.0,1,0.9504950495049505
12643,2019-05-07 12:20:00,Lunch,Weekday,Tuesday,3,Vegetable specials,yellow dal fry,15.0,1,0.9504950495049505
12644,2019-05-07 12:20:00,Lunch,Weekday,Tuesday,3,Rice specials,rice,5.0,1,0.9504950495049505
12645,2019-05-07 12:20:00,Lunch,Weekday,Tuesday,3,Breads,onion kulcha,5.0,1,0.9504950495049505
12646,2019-05-07 12:20:00,Lunch,Weekday,Tuesday,3,Breads,garlic naan,3.5,1,0.9504950495049505
12647,2019-05-07 12:30:00,Lunch,Weekday,Tuesday,4,Vegetable specials,fish korma,16.0,1,0.9504950495049505
12648,2019-05-07 12:30:00,Lunch,Weekday,Tuesday,4,Vegetable specials,kadhai paneer,16.0,1,0.9504950495049505
12649,2019-05-07 12:30:00,Lunch,Weekday,Tuesday,4,Chicken specials,coconut chicken curry,18.0,1,0.9504950495049505
12650,2019-05-07 12:30:00,Lunch,Weekday,Tuesday,4,Chicken specials,butter chicken,18.0,1,0.9504950495049505
12651,2019-05-07 12:30:00,Lunch,Weekday,Tuesday,4,Breads,paratha,5.0,2,0.9504950495049505
12652,2019-05-07 12:30:00,Lunch,Weekday,Tuesday,4,Breads,naan,2.75,2,0.9504950495049505
12653,2019-05-07 12:30:00,Lunch,Weekday,Tuesday,4,Breads,tandoori roti,2.75,1,0.9504950495049505
12654,2019-05-07 12:30:00,Lunch,Weekday,Tuesday,4,Desserts,rasmalai,6.0,2,0.9504950495049505
12655,2019-05-07 12:30:00,Lunch,Weekday,Tuesday,4,Desserts,gulab jamun,6.0,1,0.9504950495049505
12656,2019-05-07 12:30:00,Lunch,Weekday,Tuesday,4,Desserts,carrot halwa,7.0,1,0.9504950495049505
12657,2019-05-07 12:30:00,Lunch,Weekday,Tuesday,1,Vegetable specials,kadhai paneer,16.0,2,0.9504950495049505
12658,2019-05-07 12:30:00,Lunch,Weekday,Tuesday,1,Chicken specials,coconut chicken curry,18.0,1,0.9504950495049505
12659,2019-05-07 12:30:00,Lunch,Weekday,Tuesday,1,Chicken specials,butter chicken,18.0,2,0.9504950495049505
12660,2019-05-07 12:30:00,Lunch,Weekday,Tuesday,1,Breads,paratha,5.0,3,0.9504950495049505
12661,2019-05-07 18:30:00,Dinner,Weekday,Tuesday,3,Starter,indian fish pakoras,14.0,2,0.9504950495049505
12662,2019-05-07 18:30:00,Dinner,Weekday,Tuesday,3,Starter,shrimp,15.0,2,0.9504950495049505
12663,2019-05-07 18:30:00,Dinner,Weekday,Tuesday,3,Seafood specialties,bhindi do piazza,19.0,1,0.9504950495049505
12664,2019-05-07 18:30:00,Dinner,Weekday,Tuesday,3,Seafood specialties,fish curry,19.0,2,0.9504950495049505
12665,2019-05-07 18:30:00,Dinner,Weekday,Tuesday,3,Rice specials,rice,5.0,1,0.9504950495049505
12666,2019-05-07 18:30:00,Dinner,Weekday,Tuesday,3,Breads,garlic naan,3.5,2,0.9504950495049505
12667,2019-05-07 18:30:00,Dinner,Weekday,Tuesday,3,Breads,naan,2.75,1,0.9504950495049505
12668,2019-05-07 18:30:00,Dinner,Weekday,Tuesday,3,Desserts,malpua,8.0,1,0.9504950495049505
12669,2019-05-07 18:30:00,Dinner,Weekday,Tuesday,3,Desserts,kheer,7.0,2,0.9504950495049505
12670,2019-05-07 19:00:00,Dinner,Weekday,Tuesday,5,Starter,gobi manchurian,14.0,2,0.9504950495049505
12671,2019-05-07 19:00:00,Dinner,Weekday,Tuesday,5,Starter,flatbread,11.0,2,0.9504950495049505
12672,2019-05-07 19:00:00,Dinner,Weekday,Tuesday,5,Starter,crispy chicken sliders,15.0,1,0.9504950495049505
12673,2019-05-07 19:00:00,Dinner,Weekday,Tuesday,5,Starter,spicy chicken bites,14.0,1,0.9504950495049505
12674,2019-05-07 19:00:00,Dinner,Weekday,Tuesday,5,Vegetable specials,sarson ka saag,15.0,1,0.9504950495049505
12675,2019-05-07 19:00:00,Dinner,Weekday,Tuesday,5,Vegetable specials,curry vindaloo,16.0,1,0.9504950495049505
12676,2019-05-07 19:00:00,Dinner,Weekday,Tuesday,5,Vegetable specials,baingan bartha,16.0,1,0.9504950495049505
12677,2019-05-07 19:00:00,Dinner,Weekday,Tuesday,5,Chicken specials,chicken tikka masala,18.0,1,0.9504950495049505
12678,2019-05-07 19:00:00,Dinner,Weekday,Tuesday,5,Chicken specials,butter chicken,18.0,1,0.9504950495049505
12679,2019-05-07 19:00:00,Dinner,Weekday,Tuesday,5,Rice specials,chicken rice bowl,18.0,2,0.9504950495049505
12680,2019-05-07 19:00:00,Dinner,Weekday,Tuesday,5,Breads,onion kulcha,5.0,1,0.9504950495049505
12681,2019-05-07 19:00:00,Dinner,Weekday,Tuesday,5,Breads,spinach naan,6.0,1,0.9504950495049505
12682,2019-05-07 19:00:00,Dinner,Weekday,Tuesday,5,Breads,garlic naan,3.5,3,0.9504950495049505
12683,2019-05-07 19:00:00,Dinner,Weekday,Tuesday,5,Breads,tandoori roti,2.75,2,0.9504950495049505
12684,2019-05-07 19:00:00,Dinner,Weekday,Tuesday,5,Desserts,rasmalai,6.0,1,0.9504950495049505
12685,2019-05-07 19:00:00,Dinner,Weekday,Tuesday,5,Desserts,kheer,7.0,1,0.9504950495049505
12686,2019-05-07 19:00:00,Dinner,Weekday,Tuesday,5,Desserts,gulab jamun,6.0,2,0.9504950495049505
12687,2019-05-07 19:00:00,Dinner,Weekday,Tuesday,5,Desserts,malpua,8.0,1,0.9504950495049505
12688,2019-05-07 19:00:00,Dinner,Weekday,Tuesday,5,Desserts,carrot halwa,7.0,1,0.9504950495049505
12689,2019-05-07 20:30:00,Dinner,Weekday,Tuesday,2,Starter,vegetable pakora,11.0,1,0.9504950495049505
12690,2019-05-07 20:30:00,Dinner,Weekday,Tuesday,2,Chicken specials,butter chicken,18.0,1,0.9504950495049505
12691,2019-05-07 20:30:00,Dinner,Weekday,Tuesday,2,Seafood specialties,fish curry,19.0,1,0.9504950495049505
12692,2019-05-07 20:30:00,Dinner,Weekday,Tuesday,2,Rice specials,rice,5.0,1,0.9504950495049505
12693,2019-05-07 20:30:00,Dinner,Weekday,Tuesday,2,Breads,garlic naan,3.5,2,0.9504950495049505
12694,2019-05-07 20:30:00,Dinner,Weekday,Tuesday,2,Breads,naan,2.75,1,0.9504950495049505
12695,2019-05-07 20:30:00,Dinner,Weekday,Tuesday,1,Starter,vegetable pakora,11.0,2,0.9504950495049505
12696,2019-05-07 20:30:00,Dinner,Weekday,Tuesday,1,Chicken specials,butter chicken,18.0,3,0.9504950495049505
12697,2019-05-07 20:30:00,Dinner,Weekday,Tuesday,1,Seafood specialties,fish curry,19.0,2,0.9504950495049505
12698,2019-05-07 20:30:00,Dinner,Weekday,Tuesday,1,Rice specials,rice,5.0,1,0.9504950495049505
12699,2019-05-07 20:30:00,Dinner,Weekday,Tuesday,1,Breads,garlic naan,3.5,2,0.9504950495049505
12700,2019-05-07 20:30:00,Dinner,Weekday,Tuesday,1,Breads,naan,2.75,4,0.9504950495049505
12701,2019-05-08 11:30:00,Lunch,Weekend,Wednesday,3,Breads,onion kulcha,5.0,1,0.7524752475247525
12702,2019-05-08 11:30:00,Lunch,Weekend,Wednesday,3,Rice specials,rice,5.0,1,0.7524752475247525
12703,2019-05-08 11:30:00,Lunch,Weekend,Wednesday,3,Starter,flatbread,11.0,2,0.7524752475247525
12704,2019-05-08 11:30:00,Lunch,Weekend,Wednesday,3,Chicken specials,chicken tikka masala,18.0,1,0.7524752475247525
12705,2019-05-08 11:30:00,Lunch,Weekend,Wednesday,3,Vegetable specials,shahi paneer korma,16.0,1,0.7524752475247525
12706,2019-05-08 11:30:00,Lunch,Weekend,Wednesday,3,Desserts,malpua,8.0,1,0.7524752475247525
12707,2019-05-08 11:40:00,Lunch,Weekend,Wednesday,4,Rice specials,rice,5.0,1,0.7524752475247525
12708,2019-05-08 11:40:00,Lunch,Weekend,Wednesday,4,Vegetable specials,fish korma,16.0,1,0.7524752475247525
12709,2019-05-08 11:40:00,Lunch,Weekend,Wednesday,4,Desserts,rasmalai,6.0,2,0.7524752475247525
12710,2019-05-08 11:40:00,Lunch,Weekend,Wednesday,4,Desserts,carrot halwa,7.0,1,0.7524752475247525
12711,2019-05-08 11:40:00,Lunch,Weekend,Wednesday,4,Starter,vegetable pakora,11.0,1,0.7524752475247525
12712,2019-05-08 11:50:00,Lunch,Weekend,Wednesday,3,Starter,shrimp,15.0,2,0.7524752475247525
12713,2019-05-08 11:50:00,Lunch,Weekend,Wednesday,3,Desserts,rasmalai,6.0,1,0.7524752475247525
12714,2019-05-08 11:50:00,Lunch,Weekend,Wednesday,3,Vegetable specials,baingan bartha,16.0,1,0.7524752475247525
12715,2019-05-08 11:50:00,Lunch,Weekend,Wednesday,3,Breads,naan,2.75,2,0.7524752475247525
12716,2019-05-08 11:50:00,Lunch,Weekend,Wednesday,1,Vegetable specials,malai kofta curry,16.0,2,0.7524752475247525
12717,2019-05-08 11:50:00,Lunch,Weekend,Wednesday,1,Chicken specials,butter chicken,18.0,3,0.7524752475247525
12718,2019-05-08 11:50:00,Lunch,Weekend,Wednesday,1,Chicken specials,chicken saag,18.0,2,0.7524752475247525
12719,2019-05-08 11:50:00,Lunch,Weekend,Wednesday,1,Rice specials,chicken biryani,19.0,2,0.7524752475247525
12720,2019-05-08 12:05:00,Lunch,Weekend,Wednesday,5,Breads,naan,2.75,1,0.7524752475247525
12721,2019-05-08 12:05:00,Lunch,Weekend,Wednesday,5,Starter,hara bhara kebabs,16.0,1,0.7524752475247525
12722,2019-05-08 12:05:00,Lunch,Weekend,Wednesday,5,Breads,paratha,5.0,2,0.7524752475247525
12723,2019-05-08 12:05:00,Lunch,Weekend,Wednesday,5,Breads,tandoori roti,2.75,1,0.7524752475247525
12724,2019-05-08 12:05:00,Lunch,Weekend,Wednesday,5,Desserts,carrot halwa,7.0,1,0.7524752475247525
12725,2019-05-08 12:05:00,Lunch,Weekend,Wednesday,5,Vegetable specials,malai kofta curry,16.0,2,0.7524752475247525
12726,2019-05-08 12:05:00,Lunch,Weekend,Wednesday,5,Desserts,gulab jamun,6.0,1,0.7524752475247525
12727,2019-05-08 12:05:00,Lunch,Weekend,Wednesday,5,Chicken specials,butter chicken,18.0,1,0.7524752475247525
12728,2019-05-08 12:05:00,Lunch,Weekend,Wednesday,5,Desserts,carrot halwa,7.0,1,0.7524752475247525
12729,2019-05-08 12:05:00,Lunch,Weekend,Wednesday,5,Seafood specialties,fish curry,19.0,2,0.7524752475247525
12730,2019-05-08 12:10:00,Lunch,Weekend,Wednesday,3,Starter,flatbread,11.0,1,0.7524752475247525
12731,2019-05-08 12:10:00,Lunch,Weekend,Wednesday,3,Vegetable specials,kadhai paneer,16.0,1,0.7524752475247525
12732,2019-05-08 12:10:00,Lunch,Weekend,Wednesday,3,Starter,chaat papri,11.0,2,0.7524752475247525
12733,2019-05-08 12:10:00,Lunch,Weekend,Wednesday,3,Breads,garlic naan,3.5,2,0.7524752475247525
12734,2019-05-08 12:10:00,Lunch,Weekend,Wednesday,3,Rice specials,chicken biryani,19.0,1,0.7524752475247525
12735,2019-05-08 12:10:00,Lunch,Weekend,Wednesday,1,Chicken specials,chicken korma,18.0,1,0.7524752475247525
12736,2019-05-08 12:10:00,Lunch,Weekend,Wednesday,1,Rice specials,rice,5.0,2,0.7524752475247525
12737,2019-05-08 12:10:00,Lunch,Weekend,Wednesday,1,Starter,vegetable pakora,11.0,2,0.7524752475247525
12738,2019-05-08 12:10:00,Lunch,Weekend,Wednesday,1,Starter,chicken triangles,14.0,2,0.7524752475247525
12739,2019-05-08 12:10:00,Lunch,Weekend,Wednesday,1,Chicken specials,butter chicken,18.0,2,0.7524752475247525
12740,2019-05-08 12:20:00,Lunch,Weekend,Wednesday,3,Vegetable specials,baingan bartha,16.0,1,0.7524752475247525
12741,2019-05-08 12:20:00,Lunch,Weekend,Wednesday,3,Breads,garlic naan,3.5,1,0.7524752475247525
12742,2019-05-08 12:20:00,Lunch,Weekend,Wednesday,3,Rice specials,chicken rice bowl,18.0,2,0.7524752475247525
12743,2019-05-08 12:20:00,Lunch,Weekend,Wednesday,3,Chicken specials,chicken saag,18.0,1,0.7524752475247525
12744,2019-05-08 12:20:00,Lunch,Weekend,Wednesday,3,Desserts,malpua,8.0,1,0.7524752475247525
12745,2019-05-08 12:20:00,Lunch,Weekend,Wednesday,3,Chicken specials,coconut chicken curry,18.0,1,0.7524752475247525
12746,2019-05-08 12:20:00,Lunch,Weekend,Wednesday,3,Starter,vegetable pakora,11.0,1,0.7524752475247525
12747,2019-05-08 12:30:00,Lunch,Weekend,Wednesday,5,Chicken specials,butter chicken,18.0,1,0.7524752475247525
12748,2019-05-08 12:30:00,Lunch,Weekend,Wednesday,5,Lamb specialties,lamb karahi,19.0,1,0.7524752475247525
12749,2019-05-08 12:30:00,Lunch,Weekend,Wednesday,5,Breads,aloo paratha,5.0,1,0.7524752475247525
12750,2019-05-08 12:30:00,Lunch,Weekend,Wednesday,5,Desserts,kheer,7.0,2,0.7524752475247525
12751,2019-05-08 12:30:00,Lunch,Weekend,Wednesday,5,Vegetable specials,yellow dal fry,15.0,1,0.7524752475247525
12752,2019-05-08 12:30:00,Lunch,Weekend,Wednesday,5,Breads,tandoori roti,2.75,2,0.7524752475247525
12753,2019-05-08 12:30:00,Lunch,Weekend,Wednesday,5,Desserts,kheer,7.0,1,0.7524752475247525
12754,2019-05-08 12:30:00,Lunch,Weekend,Wednesday,5,Breads,garlic naan,3.5,3,0.7524752475247525
12755,2019-05-08 12:30:00,Lunch,Weekend,Wednesday,5,Breads,tandoori roti,2.75,2,0.7524752475247525
12756,2019-05-08 12:30:00,Lunch,Weekend,Wednesday,5,Seafood specialties,fish curry,19.0,1,0.7524752475247525
12757,2019-05-08 12:30:00,Lunch,Weekend,Wednesday,1,Seafood specialties,fish curry,19.0,2,0.7524752475247525
12758,2019-05-08 12:30:00,Lunch,Weekend,Wednesday,1,Breads,paratha,5.0,3,0.7524752475247525
12759,2019-05-08 12:30:00,Lunch,Weekend,Wednesday,1,Chicken specials,coconut chicken curry,18.0,1,0.7524752475247525
12760,2019-05-08 12:30:00,Lunch,Weekend,Wednesday,1,Breads,garlic naan,3.5,2,0.7524752475247525
12761,2019-05-08 18:30:00,Dinner,Weekend,Wednesday,4,Starter,vegetable samosa,11.0,1,0.7524752475247525
12762,2019-05-08 18:30:00,Dinner,Weekend,Wednesday,4,Breads,onion kulcha,5.0,2,0.7524752475247525
12763,2019-05-08 18:30:00,Dinner,Weekend,Wednesday,4,Starter,spicy chicken bites,14.0,1,0.7524752475247525
12764,2019-05-08 18:30:00,Dinner,Weekend,Wednesday,4,Starter,crispy chicken sliders,15.0,1,0.7524752475247525
12765,2019-05-08 18:30:00,Dinner,Weekend,Wednesday,4,Rice specials,rice,5.0,1,0.7524752475247525
12766,2019-05-08 18:30:00,Dinner,Weekend,Wednesday,4,Vegetable specials,curry vindaloo,16.0,1,0.7524752475247525
12767,2019-05-08 18:30:00,Dinner,Weekend,Wednesday,4,Starter,gobi manchurian,14.0,1,0.7524752475247525
12768,2019-05-08 18:30:00,Dinner,Weekend,Wednesday,4,Breads,garlic naan,3.5,2,0.7524752475247525
12769,2019-05-08 18:30:00,Dinner,Weekend,Wednesday,4,Breads,naan,2.75,2,0.7524752475247525
12770,2019-05-08 19:00:00,Dinner,Weekend,Wednesday,5,Breads,onion kulcha,5.0,1,0.7524752475247525
12771,2019-05-08 19:00:00,Dinner,Weekend,Wednesday,5,Desserts,malpua,8.0,1,0.7524752475247525
12772,2019-05-08 19:00:00,Dinner,Weekend,Wednesday,5,Breads,garlic naan,3.5,2,0.7524752475247525
12773,2019-05-08 19:00:00,Dinner,Weekend,Wednesday,5,Breads,garlic naan,3.5,2,0.7524752475247525
12774,2019-05-08 19:00:00,Dinner,Weekend,Wednesday,5,Breads,naan,2.75,1,0.7524752475247525
12775,2019-05-08 19:00:00,Dinner,Weekend,Wednesday,5,Chicken specials,chicken korma,18.0,1,0.7524752475247525
12776,2019-05-08 19:00:00,Dinner,Weekend,Wednesday,5,Chicken specials,butter chicken,18.0,1,0.7524752475247525
12777,2019-05-08 19:00:00,Dinner,Weekend,Wednesday,5,Breads,garlic naan,3.5,1,0.7524752475247525
12778,2019-05-08 19:00:00,Dinner,Weekend,Wednesday,5,Starter,spicy chicken wings,14.0,1,0.7524752475247525
12779,2019-05-08 19:00:00,Dinner,Weekend,Wednesday,5,Starter,gobi manchurian,14.0,2,0.7524752475247525
12780,2019-05-08 19:00:00,Dinner,Weekend,Wednesday,5,Desserts,gulab jamun,6.0,2,0.7524752475247525
12781,2019-05-08 19:00:00,Dinner,Weekend,Wednesday,5,Starter,indian fish pakoras,14.0,2,0.7524752475247525
12782,2019-05-08 19:00:00,Dinner,Weekend,Wednesday,5,Rice specials,rice,5.0,1,0.7524752475247525
12783,2019-05-08 19:00:00,Dinner,Weekend,Wednesday,5,Desserts,gulab jamun,6.0,1,0.7524752475247525
12784,2019-05-08 19:00:00,Dinner,Weekend,Wednesday,5,Seafood specialties,bhindi do piazza,19.0,1,0.7524752475247525
12785,2019-05-08 19:00:00,Dinner,Weekend,Wednesday,5,Vegetable specials,sarson ka saag,15.0,1,0.7524752475247525
12786,2019-05-08 19:00:00,Dinner,Weekend,Wednesday,5,Breads,garlic naan,3.5,2,0.7524752475247525
12787,2019-05-08 19:00:00,Dinner,Weekend,Wednesday,5,Breads,spinach naan,6.0,1,0.7524752475247525
12788,2019-05-08 19:00:00,Dinner,Weekend,Wednesday,5,Vegetable specials,curry vindaloo,16.0,1,0.7524752475247525
12789,2019-05-08 20:30:00,Dinner,Weekend,Wednesday,2,Starter,chicken triangles,14.0,1,0.7524752475247525
